case_id,reference,sft_prediction,reference_grpo,grpo_prediction,sft_correct,grpo_correct
in_abs_train_444,dismissed,dismissed,dismissed,dismissed,True,True
sc_1966_insc_48,dismissed,dismissed,dismissed,dismissed,True,True
sc_1992_insc_186,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2107,dismissed,allowed,dismissed,allowed,False,False
sc_1967_insc_224,dismissed,dismissed,dismissed,allowed,True,False
sc_2000_insc_139,dismissed,dismissed,dismissed,dismissed,True,True
sc_1997_insc_754,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_392,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_3594,dismissed,allowed,dismissed,allowed,False,False
sc_2001_insc_57,dismissed,allowed,dismissed,dismissed,False,True
sc_2001_insc_611,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_526,dismissed,dismissed,dismissed,dismissed,True,True
sc_1981_insc_131,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6824,allowed,allowed,allowed,allowed,True,True
sc_1999_insc_272,dismissed,allowed,dismissed,allowed,False,False
sc_1962_insc_94,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6558,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_63,allowed,allowed,allowed,dismissed,True,False
sc_2018_insc_720,dismissed,allowed,dismissed,allowed,False,False
sc_2022_insc_1099,allowed,allowed,allowed,allowed,True,True
sc_1964_7_579_586_en,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1274,allowed,allowed,allowed,dismissed,True,False
in_abs_train_6639,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_134,allowed,dismissed,allowed,allowed,False,True
in_abs_train_878,dismissed,dismissed,dismissed,allowed,True,False
sc_1994_insc_220,allowed,dismissed,allowed,allowed,False,True
sc_1979_insc_13,dismissed,allowed,dismissed,dismissed,False,True
sc_1993_insc_133,dismissed,dismissed,dismissed,dismissed,True,True
sc_2019_insc_592,allowed,dismissed,allowed,dismissed,False,False
sc_1966_insc_120,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_3129,dismissed,allowed,dismissed,allowed,False,False
sc_2020_insc_23,allowed,allowed,allowed,dismissed,True,False
sc_1976_insc_243,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_216,allowed,allowed,allowed,allowed,True,True
sc_2006_insc_155,allowed,allowed,allowed,allowed,True,True
in_abs_train_3219,dismissed,dismissed,dismissed,allowed,True,False
sc_1997_insc_651,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_485,dismissed,allowed,dismissed,dismissed,False,True
sc_2012_insc_372,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_170,dismissed,dismissed,dismissed,dismissed,True,True
sc_1962_insc_146,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_370,dismissed,allowed,dismissed,allowed,False,False
sc_1997_insc_611,allowed,allowed,allowed,dismissed,True,False
sc_1987_insc_143,allowed,dismissed,allowed,allowed,False,True
sc_2006_insc_356,allowed,allowed,allowed,allowed,True,True
sc_2019_insc_934,allowed,dismissed,allowed,dismissed,False,False
sc_2020_insc_230,allowed,allowed,allowed,allowed,True,True
sc_1994_insc_568,allowed,dismissed,allowed,allowed,False,True
sc_1971_insc_59,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5051,allowed,allowed,allowed,allowed,True,True
sc_1962_insc_141,dismissed,allowed,dismissed,allowed,False,False
sc_2001_insc_353,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_4115,dismissed,dismissed,dismissed,dismissed,True,True
sc_1995_insc_723,allowed,allowed,allowed,allowed,True,True
in_abs_train_1198,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_1078,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3611,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_441,allowed,allowed,allowed,allowed,True,True
sc_1969_insc_11,allowed,dismissed,allowed,dismissed,False,False
sc_1961_insc_166,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_280,allowed,dismissed,allowed,allowed,False,True
sc_2007_insc_1227,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_117,dismissed,allowed,dismissed,dismissed,False,True
sc_2001_insc_134,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_808,dismissed,dismissed,dismissed,dismissed,True,True
sc_2012_insc_355,dismissed,dismissed,dismissed,dismissed,True,True
sc_1960_insc_51,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_1226,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_208,dismissed,dismissed,dismissed,dismissed,True,True
sc_1969_insc_120,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_5125,allowed,dismissed,allowed,allowed,False,True
sc_2008_insc_1489,allowed,dismissed,allowed,allowed,False,True
sc_1984_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_62,allowed,dismissed,allowed,dismissed,False,False
sc_1991_insc_145,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_304,allowed,allowed,allowed,allowed,True,True
sc_2014_insc_668,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2813,allowed,allowed,allowed,allowed,True,True
sc_1989_insc_327,allowed,allowed,allowed,dismissed,True,False
in_abs_train_2825,allowed,allowed,allowed,allowed,True,True
sc_2006_insc_493,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_898,allowed,allowed,allowed,dismissed,True,False
sc_1995_insc_888,allowed,dismissed,allowed,dismissed,False,False
sc_1960_insc_62,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_847,dismissed,dismissed,dismissed,dismissed,True,True
sc_2000_insc_289,dismissed,allowed,dismissed,allowed,False,False
sc_2003_insc_665,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_532,allowed,allowed,allowed,dismissed,True,False
sc_1965_insc_135,allowed,allowed,allowed,dismissed,True,False
sc_1995_insc_536,dismissed,allowed,dismissed,allowed,False,False
sc_2024_insc_92,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_108,allowed,allowed,allowed,allowed,True,True
sc_2003_insc_735,allowed,dismissed,allowed,allowed,False,True
sc_1954_insc_17,dismissed,dismissed,dismissed,dismissed,True,True
sc_1976_insc_63,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_17,allowed,allowed,allowed,allowed,True,True
sc_1998_insc_106,allowed,dismissed,allowed,allowed,False,True
sc_1988_insc_143,dismissed,dismissed,dismissed,dismissed,True,True
sc_1980_insc_6,allowed,allowed,allowed,dismissed,True,False
sc_2023_insc_567,allowed,allowed,allowed,allowed,True,True
sc_2001_insc_227,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_849,allowed,allowed,allowed,allowed,True,True
sc_1989_insc_114,dismissed,allowed,dismissed,allowed,False,False
sc_1970_insc_53,allowed,allowed,allowed,allowed,True,True
sc_2020_insc_338,dismissed,dismissed,dismissed,unknown,True,False
in_abs_train_3648,allowed,allowed,allowed,allowed,True,True
in_abs_train_4095,dismissed,dismissed,dismissed,allowed,True,False
sc_2000_insc_132,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_6453,dismissed,dismissed,dismissed,dismissed,True,True
sc_1997_insc_358,allowed,dismissed,allowed,dismissed,False,False
sc_1964_insc_145,dismissed,dismissed,dismissed,dismissed,True,True
sc_2019_insc_809,dismissed,allowed,dismissed,dismissed,False,True
sc_2023_insc_965,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_1114,allowed,dismissed,allowed,dismissed,False,False
sc_2004_insc_187,allowed,allowed,allowed,allowed,True,True
sc_1967_insc_43,allowed,allowed,allowed,allowed,True,True
sc_2005_insc_520,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3866,dismissed,allowed,dismissed,dismissed,False,True
sc_2021_insc_78,allowed,allowed,allowed,allowed,True,True
sc_1971_insc_84,dismissed,dismissed,dismissed,dismissed,True,True
sc_1960_insc_50,allowed,allowed,allowed,allowed,True,True
sc_1997_insc_799,allowed,dismissed,allowed,allowed,False,True
sc_1987_insc_210,allowed,dismissed,allowed,dismissed,False,False
sc_1966_insc_206,allowed,dismissed,allowed,dismissed,False,False
sc_1986_insc_208,dismissed,allowed,dismissed,dismissed,False,True
sc_1994_insc_3,dismissed,unknown,dismissed,unknown,False,False
sc_2007_insc_78,allowed,allowed,allowed,allowed,True,True
sc_2001_insc_226,allowed,dismissed,allowed,allowed,False,True
sc_1986_insc_63,allowed,dismissed,allowed,dismissed,False,False
sc_1974_insc_133,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_527,allowed,allowed,allowed,allowed,True,True
sc_1994_insc_446,allowed,dismissed,allowed,dismissed,False,False
sc_2017_insc_689,allowed,allowed,allowed,allowed,True,True
sc_2022_insc_759,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_636,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_4147,dismissed,allowed,dismissed,dismissed,False,True
sc_2001_insc_163,dismissed,allowed,dismissed,allowed,False,False
sc_1988_insc_96,allowed,allowed,allowed,allowed,True,True
in_abs_train_5158,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_98,dismissed,allowed,dismissed,allowed,False,False
sc_2009_insc_949,allowed,allowed,allowed,dismissed,True,False
in_abs_train_3421,allowed,dismissed,allowed,dismissed,False,False
sc_1985_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
sc_1978_insc_36,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3233,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_583,allowed,dismissed,allowed,dismissed,False,False
sc_1980_insc_235,allowed,allowed,allowed,allowed,True,True
sc_1994_insc_617,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_77,dismissed,allowed,dismissed,allowed,False,False
sc_2022_insc_1263,allowed,dismissed,allowed,allowed,False,True
sc_2007_insc_487,allowed,allowed,allowed,dismissed,True,False
sc_1997_insc_682,dismissed,dismissed,dismissed,allowed,True,False
sc_2015_insc_588,allowed,allowed,allowed,allowed,True,True
sc_1964_insc_15,allowed,allowed,allowed,allowed,True,True
in_abs_train_7028,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_597,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5121,allowed,dismissed,allowed,allowed,False,True
sc_2008_insc_1418,dismissed,dismissed,dismissed,allowed,True,False
sc_1992_insc_60,dismissed,dismissed,dismissed,allowed,True,False
sc_2012_insc_42,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_35,allowed,dismissed,allowed,dismissed,False,False
sc_2018_insc_1133,allowed,allowed,allowed,allowed,True,True
sc_2001_insc_98,allowed,allowed,allowed,allowed,True,True
in_abs_train_3607,allowed,dismissed,allowed,dismissed,False,False
sc_1961_insc_45,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_7096,dismissed,dismissed,dismissed,dismissed,True,True
sc_1971_insc_213,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_552,allowed,allowed,allowed,dismissed,True,False
sc_2006_insc_176,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_654,allowed,allowed,allowed,allowed,True,True
sc_1999_insc_170,dismissed,dismissed,dismissed,dismissed,True,True
sc_1985_insc_112,allowed,dismissed,allowed,allowed,False,True
sc_1985_insc_186,allowed,dismissed,allowed,dismissed,False,False
sc_2011_insc_847,allowed,allowed,allowed,allowed,True,True
sc_2021_insc_6,allowed,allowed,allowed,allowed,True,True
in_abs_train_1020,dismissed,allowed,dismissed,allowed,False,False
sc_2002_insc_512,dismissed,dismissed,dismissed,allowed,True,False
sc_1987_insc_310,allowed,allowed,allowed,allowed,True,True
in_abs_train_1052,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_219,dismissed,allowed,dismissed,allowed,False,False
sc_2002_insc_367,dismissed,dismissed,dismissed,dismissed,True,True
sc_1962_insc_256,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_674,allowed,dismissed,allowed,allowed,False,True
sc_2010_insc_126,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_90,allowed,allowed,allowed,dismissed,True,False
in_abs_train_6061,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_316,allowed,allowed,allowed,allowed,True,True
sc_2019_insc_625,allowed,allowed,allowed,dismissed,True,False
sc_2000_insc_475,dismissed,dismissed,dismissed,dismissed,True,True
sc_1975_insc_198,allowed,dismissed,allowed,dismissed,False,False
sc_1980_insc_61,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_719,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_28,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_1121,dismissed,dismissed,dismissed,allowed,True,False
sc_1967_insc_250,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_502,allowed,dismissed,allowed,dismissed,False,False
sc_1980_insc_126,allowed,allowed,allowed,allowed,True,True
in_abs_train_4667,allowed,allowed,allowed,allowed,True,True
sc_1993_insc_4,allowed,allowed,allowed,dismissed,True,False
sc_1992_insc_146,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_463,allowed,allowed,allowed,allowed,True,True
in_abs_train_5533,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2965,allowed,allowed,allowed,allowed,True,True
in_abs_train_3548,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_6609,dismissed,allowed,dismissed,dismissed,False,True
sc_1993_insc_206,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_475,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_83,dismissed,dismissed,dismissed,dismissed,True,True
sc_2000_insc_497,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_647,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_2153,allowed,allowed,allowed,dismissed,True,False
sc_2022_insc_1020,allowed,allowed,allowed,allowed,True,True
sc_1963_insc_188,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_696,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_872,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_80,dismissed,dismissed,dismissed,allowed,True,False
sc_1972_insc_8,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_436,allowed,dismissed,allowed,dismissed,False,False
sc_1963_insc_196,allowed,dismissed,allowed,dismissed,False,False
sc_2009_insc_251,dismissed,dismissed,dismissed,allowed,True,False
sc_2019_insc_1166,allowed,dismissed,allowed,dismissed,False,False
sc_1957_insc_101,allowed,allowed,allowed,allowed,True,True
sc_1952_insc_15,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_93,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_768,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_335,dismissed,allowed,dismissed,dismissed,False,True
sc_2022_insc_75,allowed,allowed,allowed,allowed,True,True
sc_2023_insc_224,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_653,allowed,dismissed,allowed,allowed,False,True
sc_2018_insc_10,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5835,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_664,dismissed,dismissed,dismissed,allowed,True,False
sc_2007_insc_749,allowed,allowed,allowed,allowed,True,True
sc_2020_insc_549,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_68,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_1129,dismissed,dismissed,dismissed,allowed,True,False
sc_2008_insc_1066,allowed,allowed,allowed,dismissed,True,False
sc_2023_insc_827,dismissed,dismissed,dismissed,allowed,True,False
sc_2021_insc_110,allowed,allowed,allowed,allowed,True,True
sc_1998_insc_304,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_200,dismissed,dismissed,dismissed,dismissed,True,True
sc_1980_insc_204,allowed,dismissed,allowed,dismissed,False,False
sc_1995_insc_474,dismissed,allowed,dismissed,dismissed,False,True
sc_2009_insc_797,dismissed,dismissed,dismissed,allowed,True,False
sc_1992_insc_231,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_62,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_984,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5507,allowed,allowed,allowed,allowed,True,True
in_abs_train_1731,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_223,allowed,allowed,allowed,dismissed,True,False
sc_1991_insc_124,allowed,dismissed,allowed,allowed,False,True
sc_1972_insc_250,allowed,dismissed,allowed,dismissed,False,False
sc_2012_insc_171,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2504,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_99,allowed,dismissed,allowed,dismissed,False,False
sc_1991_insc_315,allowed,allowed,allowed,allowed,True,True
in_abs_train_366,allowed,allowed,allowed,allowed,True,True
sc_2011_insc_449,allowed,dismissed,allowed,dismissed,False,False
sc_2003_insc_661,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_4235,dismissed,dismissed,dismissed,allowed,True,False
sc_2007_insc_887,allowed,allowed,allowed,dismissed,True,False
sc_2011_insc_88,allowed,dismissed,allowed,allowed,False,True
in_abs_train_4625,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_508,dismissed,dismissed,dismissed,dismissed,True,True
sc_1999_insc_151,allowed,dismissed,allowed,dismissed,False,False
sc_1978_insc_148,allowed,dismissed,allowed,dismissed,False,False
sc_2007_insc_139,allowed,dismissed,allowed,allowed,False,True
in_abs_train_4421,dismissed,dismissed,dismissed,dismissed,True,True
sc_1977_insc_142,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_540,allowed,dismissed,allowed,dismissed,False,False
sc_1962_insc_177,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_75,dismissed,allowed,dismissed,allowed,False,False
sc_1962_insc_36,allowed,allowed,allowed,allowed,True,True
in_abs_train_6147,allowed,dismissed,allowed,dismissed,False,False
sc_2003_insc_424,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_181,allowed,unknown,allowed,dismissed,False,False
sc_2007_insc_656,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_1102,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_392,allowed,allowed,allowed,allowed,True,True
sc_1967_insc_128,dismissed,dismissed,dismissed,dismissed,True,True
sc_1969_insc_290,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_6450,allowed,dismissed,allowed,dismissed,False,False
sc_1997_insc_172,dismissed,allowed,dismissed,allowed,False,False
sc_2015_insc_860,allowed,allowed,allowed,allowed,True,True
sc_2012_insc_299,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_892,allowed,dismissed,allowed,dismissed,False,False
sc_2016_insc_235,allowed,dismissed,allowed,dismissed,False,False
sc_2020_insc_284,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_1285,allowed,dismissed,allowed,dismissed,False,False
sc_2009_insc_285,allowed,dismissed,allowed,allowed,False,True
in_abs_train_2095,dismissed,dismissed,dismissed,dismissed,True,True
sc_2005_insc_72,allowed,dismissed,allowed,dismissed,False,False
sc_2021_insc_413,allowed,dismissed,allowed,dismissed,False,False
sc_2021_insc_242,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_4030,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_1119,allowed,dismissed,allowed,dismissed,False,False
sc_2007_insc_386,dismissed,allowed,dismissed,dismissed,False,True
sc_2021_insc_371,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1129,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_6973,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6676,dismissed,dismissed,dismissed,allowed,True,False
sc_2010_insc_412,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_193,dismissed,allowed,dismissed,allowed,False,False
sc_2006_insc_142,allowed,allowed,allowed,allowed,True,True
sc_2022_insc_1089,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_5752,allowed,allowed,allowed,allowed,True,True
sc_2002_insc_517,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_5949,allowed,dismissed,allowed,dismissed,False,False
sc_1971_insc_47,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1051,allowed,dismissed,allowed,dismissed,False,False
sc_2004_insc_123,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_7102,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1956,dismissed,dismissed,dismissed,dismissed,True,True
sc_2019_insc_1296,allowed,allowed,allowed,allowed,True,True
sc_2023_insc_746,allowed,allowed,allowed,dismissed,True,False
sc_2008_insc_646,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1264,dismissed,dismissed,dismissed,allowed,True,False
sc_2005_insc_495,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_410,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_1343,allowed,dismissed,allowed,dismissed,False,False
sc_2021_insc_635,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_163,allowed,dismissed,allowed,dismissed,False,False
sc_2011_insc_346,dismissed,allowed,dismissed,allowed,False,False
sc_1954_insc_86,dismissed,allowed,dismissed,allowed,False,False
sc_2017_insc_159,allowed,allowed,allowed,allowed,True,True
in_abs_train_411,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_920,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_1305,allowed,dismissed,allowed,dismissed,False,False
sc_1978_insc_235,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_791,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_937,dismissed,allowed,dismissed,allowed,False,False
sc_2001_insc_395,dismissed,allowed,dismissed,dismissed,False,True
sc_2022_insc_291,allowed,allowed,allowed,allowed,True,True
sc_2017_insc_150,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_1335,dismissed,allowed,dismissed,allowed,False,False
sc_2013_insc_224,allowed,dismissed,allowed,dismissed,False,False
sc_1968_insc_204,allowed,allowed,allowed,allowed,True,True
sc_1994_insc_536,allowed,dismissed,allowed,allowed,False,True
sc_2008_insc_829,allowed,dismissed,allowed,allowed,False,True
sc_1962_insc_329,dismissed,dismissed,dismissed,dismissed,True,True
sc_1959_insc_40,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5782,dismissed,allowed,dismissed,allowed,False,False
sc_1969_insc_119,allowed,dismissed,allowed,dismissed,False,False
sc_1992_insc_211,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_988,dismissed,allowed,dismissed,allowed,False,False
sc_1969_insc_195,allowed,dismissed,allowed,dismissed,False,False
sc_1979_insc_17,allowed,dismissed,allowed,allowed,False,True
sc_2020_insc_385,dismissed,allowed,dismissed,dismissed,False,True
sc_1993_insc_297,allowed,allowed,allowed,allowed,True,True
sc_2003_insc_128,dismissed,dismissed,dismissed,allowed,True,False
sc_2017_insc_279,dismissed,allowed,dismissed,dismissed,False,True
sc_1991_insc_274,dismissed,allowed,dismissed,allowed,False,False
sc_2022_insc_438,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_442,allowed,allowed,allowed,dismissed,True,False
sc_2019_insc_923,dismissed,dismissed,dismissed,dismissed,True,True
sc_1994_insc_57,allowed,dismissed,allowed,dismissed,False,False
sc_1983_insc_76,allowed,dismissed,allowed,allowed,False,True
sc_2000_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
sc_1999_insc_490,dismissed,allowed,dismissed,dismissed,False,True
sc_2007_insc_1123,allowed,allowed,allowed,allowed,True,True
sc_2006_insc_956,allowed,dismissed,allowed,allowed,False,True
sc_2009_insc_1197,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_731,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_608,allowed,dismissed,allowed,dismissed,False,False
sc_1995_insc_81,allowed,allowed,allowed,allowed,True,True
sc_1997_insc_218,allowed,allowed,allowed,allowed,True,True
in_abs_train_4999,dismissed,allowed,dismissed,allowed,False,False
sc_2005_insc_215,dismissed,dismissed,dismissed,allowed,True,False
sc_2016_insc_877,dismissed,allowed,dismissed,dismissed,False,True
sc_2015_insc_1014,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_1419,allowed,allowed,allowed,allowed,True,True
in_abs_train_1994,allowed,allowed,allowed,dismissed,True,False
sc_2011_insc_398,dismissed,dismissed,dismissed,allowed,True,False
sc_2012_insc_553,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_1074,allowed,dismissed,allowed,dismissed,False,False
sc_1961_insc_111,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_111,allowed,dismissed,allowed,dismissed,False,False
sc_1998_insc_114,allowed,allowed,allowed,allowed,True,True
sc_1981_insc_141,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_624,allowed,allowed,allowed,allowed,True,True
in_abs_train_3646,allowed,allowed,allowed,dismissed,True,False
sc_1960_insc_106,allowed,dismissed,allowed,dismissed,False,False
sc_1958_insc_119,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2747,dismissed,dismissed,dismissed,dismissed,True,True
sc_1989_insc_6,allowed,dismissed,allowed,allowed,False,True
sc_1987_insc_100,allowed,dismissed,allowed,dismissed,False,False
sc_2012_insc_592,dismissed,dismissed,dismissed,dismissed,True,True
sc_2005_insc_281,dismissed,allowed,dismissed,dismissed,False,True
sc_2002_insc_35,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_68,allowed,allowed,allowed,allowed,True,True
sc_1973_insc_243,allowed,dismissed,allowed,dismissed,False,False
sc_1966_insc_235,dismissed,allowed,dismissed,allowed,False,False
sc_1972_insc_162,dismissed,dismissed,dismissed,dismissed,True,True
sc_2008_insc_1353,allowed,allowed,allowed,allowed,True,True
sc_1976_insc_203,dismissed,allowed,dismissed,allowed,False,False
sc_2009_insc_83,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_66,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_329,allowed,allowed,allowed,allowed,True,True
in_abs_train_6628,dismissed,dismissed,dismissed,dismissed,True,True
sc_2022_insc_847,allowed,dismissed,allowed,dismissed,False,False
sc_2021_insc_742,allowed,allowed,allowed,allowed,True,True
sc_2002_insc_568,dismissed,dismissed,dismissed,dismissed,True,True
sc_1992_insc_235,dismissed,dismissed,dismissed,dismissed,True,True
sc_2017_insc_310,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_1243,dismissed,dismissed,dismissed,dismissed,True,True
sc_1997_insc_28,allowed,allowed,allowed,allowed,True,True
sc_2019_insc_339,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_202,allowed,allowed,allowed,allowed,True,True
sc_1977_insc_199,dismissed,allowed,dismissed,allowed,False,False
sc_1967_insc_135,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6436,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_941,allowed,dismissed,allowed,dismissed,False,False
sc_1976_insc_244,dismissed,dismissed,dismissed,dismissed,True,True
sc_2019_insc_142,allowed,allowed,allowed,allowed,True,True
sc_1962_insc_5,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_230,dismissed,dismissed,dismissed,dismissed,True,True
sc_1976_insc_144,allowed,allowed,allowed,allowed,True,True
sc_2014_insc_1023,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_3918,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_39,dismissed,dismissed,dismissed,dismissed,True,True
sc_1961_insc_233,dismissed,dismissed,dismissed,allowed,True,False
sc_2017_insc_1242,allowed,allowed,allowed,allowed,True,True
sc_1959_insc_2,dismissed,allowed,dismissed,allowed,False,False
sc_2011_insc_121,dismissed,allowed,dismissed,allowed,False,False
