case_id,reference_outcome,pred_original_sft,reward_original_sft,R_outcome_original_sft,R_issues_original_sft,R_rules_original_sft,R_authority_original_sft,R_reasoning_original_sft,pred_sft10k,reward_sft10k,R_outcome_sft10k,R_issues_sft10k,R_rules_sft10k,R_authority_sft10k,R_reasoning_sft10k,pred_grpo,reward_grpo,R_outcome_grpo,R_issues_grpo,R_rules_grpo,R_authority_grpo,R_reasoning_grpo,original_sft_correct,sft10k_correct,grpo_correct
sc_2001_insc_340,allowed,allowed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.4775,1.0,0.0,0.4,0.0,0.5,allowed,0.42975,1.0,0.0,0.2,0.0,0.45,True,True,True
sc_2003_insc_177,allowed,dismissed,0.0576979166666666,0.0,0.0,0.1666666666666666,0.125,0.0604166666666666,dismissed,0.0974895833333333,0.0,0.0,0.3333333333333333,0.125,0.1020833333333333,dismissed,0.0576979166666666,0.0,0.0,0.1666666666666666,0.125,0.0604166666666666,False,False,False
in_abs_train_3425,dismissed,allowed,0.0769607843137255,0.0,0.0,0.1666666666666666,0.2352941176470588,0.0769607843137255,dismissed,0.4396979166666667,1.0,0.0,0.1666666666666666,0.125,0.4604166666666667,dismissed,0.6306979166666669,1.0,1.0,0.1666666666666666,0.125,0.6604166666666668,False,True,True
sc_2001_insc_392,allowed,dismissed,0.1175384615384615,0.0,0.0,0.4,0.1538461538461538,0.123076923076923,dismissed,0.3602954545454546,0.0,1.0,0.6,0.1818181818181818,0.3772727272727272,dismissed,0.167125,0.0,0.0,0.6,0.1666666666666666,0.175,False,False,False
sc_1980_insc_92,dismissed,other,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.29605,0.0,0.5,0.6,0.4,0.31,allowed,0.20055,0.0,0.0,0.6,0.4,0.21,False,False,False
sc_2017_insc_634,dismissed,other,0.2119658119658119,0.0,0.6666666666666666,0.2222222222222222,0.1538461538461538,0.2119658119658119,dismissed,0.4230769230769231,1.0,0.0,0.0,0.1538461538461538,0.4230769230769231,allowed,0.2119658119658119,0.0,0.6666666666666666,0.2222222222222222,0.1538461538461538,0.2119658119658119,False,True,False
sc_2017_insc_622,other,allowed,0.2440555555555556,0.0,1.0,0.2222222222222222,0.0,0.2555555555555556,allowed,0.1485555555555555,0.0,0.5,0.2222222222222222,0.0,0.1555555555555555,allowed,0.2440555555555556,0.0,1.0,0.2222222222222222,0.0,0.2555555555555556,False,False,False
in_abs_train_1420,dismissed,allowed,0.1666666666666666,0.0,0.0,0.6666666666666665,0.0,0.1666666666666666,allowed,0.3111111111111111,0.0,1.0,0.4444444444444445,0.0,0.3111111111111111,allowed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,False,False,False
sc_2022_insc_1309,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,False,True
in_abs_train_2084,allowed,dismissed,0.187968253968254,0.0,0.0,0.4444444444444444,0.5714285714285715,0.1968253968253968,dismissed,0.2182857142857143,0.0,0.0,0.5714285714285715,0.5714285714285715,0.2285714285714286,dismissed,0.2285714285714286,0.0,0.0,0.5714285714285715,0.5714285714285715,0.2285714285714286,False,False,False
sc_1987_insc_46,allowed,other,0.1273333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,allowed,0.5093333333333334,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,dismissed,0.1273333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,False,True,False
sc_2008_insc_28,allowed,allowed,0.4,1.0,0.0,0.0,0.0,0.4,dismissed,0.125,0.0,0.0,0.5,0.0,0.125,dismissed,0.0596875,0.0,0.0,0.25,0.0,0.0625,True,False,False
sc_1964_insc_145,dismissed,dismissed,0.6207500000000001,1.0,1.0,0.2,0.0,0.6500000000000001,dismissed,0.7162500000000002,1.0,1.0,0.6,0.0,0.7500000000000001,dismissed,0.6207500000000001,1.0,1.0,0.2,0.0,0.6500000000000001,True,True,True
sc_2015_insc_263,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
in_abs_train_1617,dismissed,dismissed,0.4584000000000001,1.0,0.4,0.0,0.0,0.48,dismissed,0.48,1.0,0.4,0.0,0.0,0.48,dismissed,0.48,1.0,0.4,0.0,0.0,0.48,True,True,True
sc_1994_insc_428,allowed,dismissed,0.04775,0.0,0.0,0.0,0.3333333333333333,0.0499999999999999,dismissed,0.1750833333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1833333333333333,dismissed,0.0499999999999999,0.0,0.0,0.0,0.3333333333333333,0.0499999999999999,False,False,False
sc_1996_insc_766,allowed,other,0.2428571428571428,0.0,0.5,0.5714285714285715,0.0,0.2428571428571428,dismissed,0.2319285714285714,0.0,0.5,0.5714285714285715,0.0,0.2428571428571428,dismissed,0.1637142857142857,0.0,0.5,0.2857142857142857,0.0,0.1714285714285714,False,False,False
sc_2000_insc_163,dismissed,other,0.2344090909090909,0.0,1.0,0.1818181818181818,0.0,0.2454545454545454,dismissed,0.616409090909091,1.0,1.0,0.1818181818181818,0.0,0.6454545454545455,dismissed,0.616409090909091,1.0,1.0,0.1818181818181818,0.0,0.6454545454545455,False,True,True
sc_2022_insc_1020,allowed,other,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.191,0.0,1.0,0.0,0.0,0.2,False,True,False
sc_1963_insc_160,other,other,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,other,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.1707424242424242,0.0,0.6666666666666666,0.1818181818181818,0.0,0.1787878787878787,True,True,False
sc_1999_insc_213,allowed,other,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,False,True,True
sc_1974_insc_234,dismissed,allowed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,dismissed,0.606060606060606,1.0,0.6666666666666666,0.1818181818181818,0.1818181818181818,0.606060606060606,dismissed,0.606060606060606,1.0,0.6666666666666666,0.1818181818181818,0.1818181818181818,0.606060606060606,False,True,True
sc_2002_insc_495,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.4714285714285715,1.0,0.0,0.2857142857142857,0.0,0.4714285714285715,False,False,True
sc_2012_insc_123,allowed,other,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
sc_2001_insc_298,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0868181818181818,0.0,0.0,0.3636363636363636,0.0,0.0909090909090909,dismissed,0.0454545454545454,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,False,False,False
sc_2004_insc_163,dismissed,other,0.3001428571428572,0.0,1.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,dismissed,0.4229285714285715,1.0,0.0,0.0,0.2857142857142857,0.4428571428571429,dismissed,0.6821428571428572,1.0,1.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,False,True,True
sc_1975_insc_263,allowed,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
sc_1963_insc_244,allowed,other,0.2226802884615384,0.0,0.5,0.3076923076923076,0.375,0.2331730769230769,other,0.1810520833333333,0.0,0.5,0.1333333333333333,0.375,0.1895833333333333,dismissed,0.2226802884615384,0.0,0.5,0.3076923076923076,0.375,0.2331730769230769,False,False,False
sc_1996_insc_1347,dismissed,dismissed,0.41065,1.0,0.0,0.0,0.2,0.43,allowed,0.1411111111111111,0.0,0.0,0.4444444444444445,0.2,0.1411111111111111,dismissed,0.4637055555555556,1.0,0.0,0.2222222222222222,0.2,0.4855555555555556,True,False,True
sc_1995_insc_563,dismissed,dismissed,0.4775,1.0,0.0,0.4,0.0,0.5,dismissed,0.4775,1.0,0.0,0.4,0.0,0.5,dismissed,0.5,1.0,0.0,0.4,0.0,0.5,True,True,True
sc_1959_insc_17,dismissed,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.4584000000000001,1.0,0.4,0.0,0.0,0.48,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_2023_insc_976,allowed,other,0.124235294117647,0.0,0.0,0.3529411764705882,0.2399999999999999,0.124235294117647,dismissed,0.1200772058823529,0.0,0.0,0.3529411764705882,0.25,0.125735294117647,dismissed,0.1186447058823529,0.0,0.0,0.3529411764705882,0.2399999999999999,0.124235294117647,False,False,False
sc_1996_insc_909,allowed,dismissed,0.0955,0.0,0.0,0.4,0.0,0.1,allowed,0.6500000000000001,1.0,1.0,0.2,0.0,0.6500000000000001,dismissed,0.04775,0.0,0.0,0.2,0.0,0.05,False,True,False
sc_1957_insc_98,dismissed,other,0.13,0.0,0.4,0.2,0.0,0.13,dismissed,0.4584000000000001,1.0,0.4,0.0,0.0,0.48,dismissed,0.5061500000000001,1.0,0.4,0.2,0.0,0.53,False,True,True
sc_1996_insc_1499,allowed,dismissed,0.1173285714285714,0.0,0.4,0.0,0.2857142857142857,0.1228571428571428,dismissed,0.1770160714285714,0.0,0.4,0.25,0.2857142857142857,0.1853571428571429,dismissed,0.1652680555555556,0.0,0.4,0.2222222222222222,0.25,0.1730555555555555,False,False,False
sc_1996_insc_356,dismissed,other,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_2014_insc_878,dismissed,allowed,0.1823181818181818,0.0,0.5,0.3636363636363636,0.0,0.1909090909090909,dismissed,0.501375,1.0,0.0,0.5,0.0,0.525,allowed,0.1823181818181818,0.0,0.5,0.3636363636363636,0.0,0.1909090909090909,False,True,False
in_abs_train_3300,allowed,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.6714285714285715,1.0,1.0,0.2857142857142857,0.0,0.6714285714285715,True,False,True
in_abs_train_5341,dismissed,dismissed,0.4735208333333334,1.0,0.0,0.25,0.2222222222222222,0.4958333333333333,dismissed,0.625,1.0,0.0,0.75,0.25,0.625,dismissed,0.625,1.0,0.0,0.75,0.25,0.625,True,True,True
sc_2018_insc_934,other,other,0.41065,1.0,0.0,0.0,0.2,0.43,other,0.382,1.0,0.0,0.0,0.0,0.4,other,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_1964_insc_170,allowed,allowed,0.7242083333333335,1.0,1.0,0.5,0.2222222222222222,0.7583333333333334,dismissed,0.3422083333333333,0.0,1.0,0.5,0.2222222222222222,0.3583333333333333,dismissed,0.3422083333333333,0.0,1.0,0.5,0.2222222222222222,0.3583333333333333,True,False,False
sc_1996_insc_732,dismissed,dismissed,0.45,1.0,0.0,0.2,0.0,0.45,dismissed,0.4775,1.0,0.0,0.4,0.0,0.5,dismissed,0.45,1.0,0.0,0.2,0.0,0.45,True,True,True
sc_2008_insc_163,allowed,other,0.4456666666666666,0.0,1.0,0.6666666666666665,0.6666666666666666,0.4666666666666666,other,0.4543484848484848,0.0,1.0,0.6666666666666665,0.7272727272727273,0.4757575757575757,dismissed,0.4456666666666666,0.0,1.0,0.6666666666666665,0.6666666666666666,0.4666666666666666,False,False,False
sc_1968_insc_337,dismissed,other,0.0384615384615384,0.0,0.0,0.1538461538461538,0.0,0.0384615384615384,allowed,0.0384615384615384,0.0,0.0,0.1538461538461538,0.0,0.0384615384615384,dismissed,0.4384615384615384,1.0,0.0,0.1538461538461538,0.0,0.4384615384615384,False,False,True
sc_2017_insc_9,other,other,0.4350555555555556,1.0,0.0,0.2222222222222222,0.0,0.4555555555555556,other,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
sc_2000_insc_122,dismissed,allowed,0.1416666666666666,0.0,0.5,0.1666666666666666,0.0,0.1416666666666666,allowed,0.0397916666666666,0.0,0.0,0.1666666666666666,0.0,0.0416666666666666,allowed,0.0416666666666666,0.0,0.0,0.1666666666666666,0.0,0.0416666666666666,False,False,False
sc_1971_insc_160,allowed,dismissed,0.0734615384615384,0.0,0.0,0.3076923076923076,0.0,0.0769230769230769,dismissed,0.2644615384615384,0.0,1.0,0.3076923076923076,0.0,0.2769230769230769,dismissed,0.0734615384615384,0.0,0.0,0.3076923076923076,0.0,0.0769230769230769,False,False,False
sc_2000_insc_32,dismissed,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
in_abs_train_6845,dismissed,other,0.191,0.0,1.0,0.0,0.0,0.2,other,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.191,0.0,1.0,0.0,0.0,0.2,False,False,False
sc_2010_insc_25,other,other,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
sc_1975_insc_23,dismissed,dismissed,0.6088125,1.0,0.5,0.25,0.5,0.6375,dismissed,0.6685,1.0,0.5,0.5,0.5,0.7,dismissed,0.583232142857143,1.0,0.0,0.5,0.5714285714285715,0.6107142857142858,True,True,True
sc_2023_insc_984,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
in_abs_train_193,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_1990_insc_292,allowed,other,0.2264714285714286,0.0,0.4,0.4285714285714285,0.3333333333333333,0.2371428571428571,other,0.1951731092436975,0.0,0.4,0.2857142857142857,0.3529411764705882,0.2043697478991596,dismissed,0.2633873949579832,0.0,0.4,0.5714285714285715,0.3529411764705882,0.2757983193277311,False,False,False
sc_1967_insc_173,allowed,dismissed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,other,0.1061111111111111,0.0,0.0,0.4444444444444445,0.0,0.1111111111111111,dismissed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,False,False,False
in_abs_train_2708,allowed,other,0.1833333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.1833333333333333,allowed,0.5502619047619047,1.0,0.6666666666666666,0.0,0.2857142857142857,0.5761904761904761,allowed,0.5968193473193473,1.0,0.6666666666666666,0.1818181818181818,0.3076923076923077,0.6249417249417248,False,True,True
sc_2016_insc_343,allowed,allowed,0.4416875,1.0,0.0,0.25,0.0,0.4625,allowed,0.6923750000000002,1.0,1.0,0.5,0.0,0.7250000000000001,dismissed,0.0955,0.0,0.5,0.0,0.0,0.1,True,True,False
sc_2002_insc_97,other,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
in_abs_train_4195,dismissed,dismissed,0.6326875000000002,1.0,1.0,0.25,0.0,0.6625000000000001,allowed,0.2506875,0.0,1.0,0.25,0.0,0.2625,dismissed,0.6326875000000002,1.0,1.0,0.25,0.0,0.6625000000000001,True,False,True
sc_1969_insc_340,dismissed,dismissed,0.4688181818181819,1.0,0.0,0.3636363636363636,0.0,0.4909090909090909,dismissed,0.4688181818181819,1.0,0.0,0.3636363636363636,0.0,0.4909090909090909,dismissed,0.4909090909090909,1.0,0.0,0.3636363636363636,0.0,0.4909090909090909,True,True,True
sc_2005_insc_406,dismissed,other,0.1273333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,dismissed,0.5093333333333334,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,dismissed,0.5093333333333334,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,False,True,True
sc_1994_insc_178,allowed,dismissed,0.1888888888888888,0.0,0.6666666666666666,0.2222222222222222,0.0,0.1888888888888888,dismissed,0.2444444444444444,0.0,0.6666666666666666,0.4444444444444445,0.0,0.2444444444444444,dismissed,0.2444444444444444,0.0,0.6666666666666666,0.4444444444444445,0.0,0.2444444444444444,False,False,False
sc_1985_insc_9,dismissed,other,0.0596875,0.0,0.0,0.25,0.0,0.0625,dismissed,0.4416875,1.0,0.0,0.25,0.0,0.4625,dismissed,0.4625,1.0,0.0,0.25,0.0,0.4625,False,True,True
sc_1960_insc_205,allowed,dismissed,0.1040267857142857,0.0,0.0,0.2857142857142857,0.25,0.1089285714285714,dismissed,0.1089285714285714,0.0,0.0,0.2857142857142857,0.25,0.1089285714285714,dismissed,0.2080535714285714,0.0,0.0,0.5714285714285715,0.5,0.2178571428571428,False,False,False
sc_1976_insc_243,dismissed,dismissed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,True,True,True
in_abs_train_1708,dismissed,dismissed,0.6000000000000001,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.6000000000000001,1.0,1.0,0.0,0.0,0.6000000000000001,True,True,True
sc_2008_insc_501,other,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.04775,0.0,0.0,0.2,0.0,0.05,False,False,False
sc_1996_insc_500,dismissed,dismissed,0.5035454545454545,1.0,0.0,0.4,0.1818181818181818,0.5272727272727272,dismissed,0.7422954545454546,1.0,1.0,0.6,0.1818181818181818,0.7772727272727273,dismissed,0.7422954545454546,1.0,1.0,0.6,0.1818181818181818,0.7772727272727273,True,True,True
in_abs_train_6747,dismissed,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.4,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
in_abs_train_968,dismissed,other,0.0916666666666666,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0916666666666666,dismissed,0.6366666666666668,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666667,allowed,0.2944583333333333,0.0,0.6666666666666666,0.5,0.3333333333333333,0.3083333333333333,False,True,False
sc_1955_insc_22,allowed,allowed,0.501375,1.0,0.0,0.4,0.1666666666666666,0.525,allowed,0.501375,1.0,0.0,0.4,0.1666666666666666,0.525,allowed,0.501375,1.0,0.0,0.4,0.1666666666666666,0.525,True,True,True
sc_2016_insc_906,other,dismissed,0.0416666666666666,0.0,0.0,0.1666666666666666,0.0,0.0416666666666666,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
sc_2009_insc_1091,dismissed,other,0.214875,0.0,0.5,0.5,0.0,0.225,dismissed,0.5833333333333334,1.0,0.5,0.3333333333333333,0.0,0.5833333333333334,dismissed,0.5416666666666666,1.0,0.5,0.1666666666666666,0.0,0.5416666666666666,False,True,True
sc_2012_insc_606,dismissed,allowed,0.0668831168831168,0.0,0.0,0.1818181818181818,0.1428571428571428,0.0668831168831168,allowed,0.02,0.0,0.0,0.0,0.1333333333333333,0.02,allowed,0.02,0.0,0.0,0.0,0.1333333333333333,0.02,False,False,False
sc_2018_insc_1122,allowed,allowed,0.4818409090909091,1.0,0.0,0.2,0.3636363636363636,0.5045454545454545,allowed,0.6250909090909091,1.0,0.5,0.4,0.3636363636363636,0.6545454545454545,dismissed,0.2045454545454545,0.0,0.0,0.6,0.3636363636363636,0.2045454545454545,True,True,False
sc_2002_insc_488,allowed,dismissed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,dismissed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,dismissed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,False,False,False
sc_2015_insc_257,allowed,other,0.2171787280701754,0.0,0.6666666666666666,0.25,0.2105263157894737,0.2274122807017544,dismissed,0.2136676986584107,0.0,0.6666666666666666,0.2352941176470588,0.2105263157894737,0.223735810113519,dismissed,0.1873349780701754,0.0,0.6666666666666666,0.125,0.2105263157894737,0.1961622807017544,False,False,False
in_abs_train_6779,dismissed,allowed,0.1363636363636363,0.0,0.0,0.5454545454545454,0.0,0.1363636363636363,allowed,0.0909090909090909,0.0,0.0,0.3636363636363636,0.0,0.0909090909090909,allowed,0.1302272727272727,0.0,0.0,0.5454545454545454,0.0,0.1363636363636363,False,False,False
sc_1975_insc_121,dismissed,dismissed,0.8212121212121213,1.0,1.0,0.6666666666666665,0.3636363636363636,0.8212121212121213,dismissed,0.7842575757575759,1.0,1.0,0.6666666666666665,0.3636363636363636,0.8212121212121213,dismissed,0.8212121212121213,1.0,1.0,0.6666666666666665,0.3636363636363636,0.8212121212121213,True,True,True
sc_2011_insc_489,dismissed,dismissed,0.4,1.0,0.0,0.0,0.0,0.4,dismissed,0.5093333333333334,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_2018_insc_271,dismissed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
sc_1987_insc_268,other,other,0.4502142857142858,1.0,0.0,0.2857142857142857,0.0,0.4714285714285715,other,0.5138809523809524,1.0,0.3333333333333333,0.2857142857142857,0.0,0.5380952380952381,other,0.5252500000000001,1.0,0.3333333333333333,0.3333333333333333,0.0,0.55,True,True,True
sc_1997_insc_358,allowed,allowed,0.6247291666666667,1.0,0.0,0.75,0.4444444444444445,0.6541666666666667,dismissed,0.4337291666666667,0.0,1.0,0.75,0.4444444444444445,0.4541666666666666,dismissed,0.2427291666666666,0.0,0.0,0.75,0.4444444444444445,0.2541666666666666,True,False,False
sc_1993_insc_55,allowed,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
sc_1968_insc_219,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.5333333333333333,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,allowed,0.1273333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,False,True,False
sc_2007_insc_1166,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
in_abs_train_2597,allowed,dismissed,0.2483,0.0,0.4,0.6,0.2,0.26,dismissed,0.1719,0.0,0.0,0.6,0.2,0.18,dismissed,0.2960500000000001,0.0,0.4,0.8,0.2,0.31,False,False,False
sc_1974_insc_165,dismissed,allowed,0.0764,0.0,0.4,0.0,0.0,0.08,dismissed,0.4416875,1.0,0.0,0.25,0.0,0.4625,dismissed,0.48,1.0,0.4,0.0,0.0,0.48,False,True,True
sc_2002_insc_145,allowed,allowed,0.5413733766233767,1.0,0.5,0.1818181818181818,0.1428571428571428,0.5668831168831169,dismissed,0.0638733766233766,0.0,0.0,0.1818181818181818,0.1428571428571428,0.0668831168831168,dismissed,0.0668831168831168,0.0,0.0,0.1818181818181818,0.1428571428571428,0.0668831168831168,True,False,False
sc_2009_insc_236,dismissed,other,0.3410714285714286,0.0,1.0,0.2857142857142857,0.5714285714285715,0.3571428571428572,dismissed,0.5320714285714286,1.0,0.0,0.2857142857142857,0.5714285714285715,0.5571428571428572,allowed,0.3571428571428572,0.0,1.0,0.2857142857142857,0.5714285714285715,0.3571428571428572,False,True,False
in_abs_train_4562,dismissed,other,0.214875,0.0,0.4,0.5,0.1333333333333333,0.225,dismissed,0.4892824675324677,1.0,0.0,0.3636363636363636,0.1428571428571428,0.5123376623376624,dismissed,0.5204750000000001,1.0,0.0,0.5,0.1333333333333333,0.545,False,True,True
in_abs_train_5529,allowed,allowed,0.4661309523809525,1.0,0.0,0.2857142857142857,0.1111111111111111,0.4880952380952381,allowed,0.4661309523809525,1.0,0.0,0.2857142857142857,0.1111111111111111,0.4880952380952381,dismissed,0.0841309523809523,0.0,0.0,0.2857142857142857,0.1111111111111111,0.0880952380952381,True,True,False
sc_2017_insc_1289,other,allowed,0.1611111111111111,0.0,0.0,0.4444444444444445,0.3333333333333333,0.1611111111111111,allowed,0.1923076923076923,0.0,0.0,0.4000000000000001,0.6153846153846154,0.1923076923076923,dismissed,0.1611111111111111,0.0,0.0,0.4444444444444445,0.3333333333333333,0.1611111111111111,False,False,False
sc_1996_insc_898,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
sc_2008_insc_1293,allowed,allowed,0.6260555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,allowed,0.7000000000000001,1.0,1.0,0.4000000000000001,0.0,0.7000000000000001,allowed,0.5555555555555556,1.0,0.5,0.2222222222222222,0.0,0.5555555555555556,True,True,True
in_abs_train_576,other,other,0.526186274509804,1.0,0.6666666666666666,0.0,0.1176470588235294,0.5509803921568628,dismissed,0.1392708333333333,0.0,0.3333333333333333,0.25,0.1111111111111111,0.1458333333333333,dismissed,0.2486979166666667,0.0,0.6666666666666666,0.375,0.2222222222222222,0.2604166666666667,True,False,False
in_abs_train_116,dismissed,other,0.191,0.0,1.0,0.0,0.0,0.2,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.2909090909090909,0.0,1.0,0.3636363636363636,0.0,0.2909090909090909,False,True,False
sc_1983_insc_84,allowed,other,0.1321565656565656,0.0,0.0,0.4444444444444445,0.1818181818181818,0.1383838383838384,allowed,0.5966666666666667,1.0,0.0,0.6666666666666665,0.2,0.5966666666666667,allowed,0.4668888888888889,1.0,0.0,0.2222222222222222,0.2222222222222222,0.4888888888888889,False,True,True
sc_1994_insc_166,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.4416666666666667,1.0,0.0,0.1666666666666666,0.0,0.4416666666666667,dismissed,0.4833333333333333,1.0,0.0,0.3333333333333333,0.0,0.4833333333333333,False,True,True
in_abs_train_5121,allowed,dismissed,0.1198090909090909,0.0,0.4,0.1818181818181818,0.0,0.1254545454545454,dismissed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,dismissed,0.1198090909090909,0.0,0.4,0.1818181818181818,0.0,0.1254545454545454,False,False,False
sc_1968_insc_181,allowed,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
